"job_id","job_name","job_group","invoke_target","cron_expression","misfire_policy","concurrent","status","create_by","create_time","update_by","update_time","remark"
5,"Tự động gửi lệnh cho robot","DEFAULT","sendRobotTask.executeTask()","0/10 * * * * ?","3","1","0","admin",7/3/2022 11:38:10 AM.597,"admin",7/8/2022 4:25:59 PM.677,""
